,NH3,NH3_final,H,H_final,label,Time,TimeProcess,People,Positive,Negative
1682,50,50,21,21%,0,3:10 PM,910,2,2,2
1683,57,57,25,25%,0,3:15 PM,915,4,2,3
1684,55,55,27,27%,0,3:20 PM,920,4,3,3
1685,53,53,26,26%,0,3:25 PM,925,4,2,0
1686,52,52,24,24%,0,3:30 PM,930,8,6,5
1687,57,57,23,23%,0,3:35 PM,935,4,4,3
1688,54,54,25,25%,0,3:40 PM,940,6,3,4
1689,57,57,22,22%,0,3:45 PM,945,6,6,3
1690,58,58,22,22%,0,3:50 PM,950,5,3,1
1691,48,48,26,26%,1,3:55 PM,955,4,4,2
1692,51,51,28,28%,0,4:00 PM,960,5,2,3
1693,52,52,24,24%,0,4:05 PM,965,6,3,6
1694,56,56,25,25%,0,4:10 PM,970,4,4,2
1695,53,53,24,24%,0,4:15 PM,975,7,7,3
1696,57,57,20,20%,0,4:20 PM,980,4,2,2
1697,48,48,25,25%,0,4:25 PM,985,3,3,3
1698,56,56,26,26%,0,4:30 PM,990,4,4,2
1699,52,52,26,26%,0,4:35 PM,995,7,5,3
1700,49,49,29,29%,0,4:40 PM,1000,4,2,2
1701,56,56,25,25%,0,4:45 PM,1005,5,5,3
1702,47,47,28,28%,0,4:50 PM,1010,2,2,1
1703,48,48,20,20%,1,4:55 PM,1015,6,3,4
1704,48,48,24,24%,0,5:00 PM,1020,2,2,2
1705,40,40,26,26%,0,5:05 PM,1025,5,3,1
1706,45,45,29,29%,0,5:10 PM,1030,2,1,2
1707,42,42,24,24%,0,5:15 PM,1035,5,2,4
1708,43,43,25,25%,0,5:20 PM,1040,3,3,3
1709,44,44,28,28%,0,5:25 PM,1045,4,1,4
1710,46,46,28,28%,0,5:30 PM,1050,4,1,1
1711,46,46,26,26%,0,5:35 PM,1055,1,1,0
1712,45,45,26,26%,0,5:40 PM,1060,6,5,5
1713,41,41,21,21%,0,5:45 PM,1065,1,0,0
1714,43,43,27,27%,0,5:50 PM,1070,8,5,6
1715,42,42,25,25%,0,5:55 PM,1075,0,0,0
1716,41,41,29,29%,0,7:00 AM,420,3,1,0
1717,45,45,22,22%,0,7:05 AM,425,0,0,0
1718,40,40,29,29%,0,7:10 AM,430,3,3,1
1719,42,42,33,33%,0,7:15 AM,435,2,0,0
1720,46,46,34,34%,0,7:20 AM,440,2,1,0
1721,39,39,36,36%,0,7:25 AM,445,1,1,1
1722,40,40,41,41%,0,7:30 AM,450,2,0,0
1723,42,42,40,40%,0,7:35 AM,455,3,3,1
1724,43,43,40,40%,0,7:40 AM,460,3,0,0
1725,46,46,41,41%,0,7:45 AM,465,6,4,3
1726,39,39,41,41%,0,7:50 AM,470,1,0,1
1727,44,44,39,39%,0,7:55 AM,475,1,0,0
1728,46,46,41,41%,0,8:00 AM,480,2,2,1
1729,45,45,44,44%,0,8:05 AM,485,5,4,2
1730,46,46,37,37%,0,8:10 AM,490,4,3,3
1731,39,39,38,38%,0,8:15 AM,495,3,1,0
1732,43,43,39,39%,0,8:20 AM,500,3,3,3
1733,44,44,41,41%,0,8:25 AM,505,3,1,0
1734,43,43,29,29%,0,8:30 AM,510,3,3,3
1735,43,43,20,20%,0,8:35 AM,515,6,5,2
1736,40,40,21,21%,0,8:40 AM,520,5,4,2
1737,45,45,20,20%,0,8:45 AM,525,4,2,2
1738,43,43,27,27%,0,8:50 AM,530,0,0,0
1739,45,45,28,28%,0,8:55 AM,535,5,5,3
1740,43,43,23,23%,0,9:00 AM,540,7,6,3
1741,42,42,23,23%,0,9:05 AM,545,4,1,2
1742,44,44,24,24%,0,9:10 AM,550,2,2,0
1743,43,43,24,24%,0,9:15 AM,555,5,2,5
1744,41,41,28,28%,0,9:20 AM,560,0,0,0
1745,46,46,30,30%,0,9:25 AM,565,2,1,2
1746,44,44,27,27%,0,9:30 AM,570,2,2,1
1747,41,41,29,29%,0,9:35 AM,575,3,3,1
1748,45,45,27,27%,0,9:40 AM,580,7,7,3
1749,43,43,27,27%,0,9:45 AM,585,5,5,4
1750,52,52,28,28%,0,9:50 AM,590,5,2,5
1751,62,62,25,25%,0,9:55 AM,595,6,6,3
1752,58,58,28,28%,0,10:00 AM,600,5,5,2
1753,54,54,25,25%,0,10:05 AM,605,8,5,5
1754,57,57,29,29%,0,10:10 AM,610,4,4,0
1755,57,57,28,28%,0,10:15 AM,615,6,3,5
1756,64,64,26,26%,0,10:20 AM,620,2,0,2
1757,68,68,22,22%,0,10:25 AM,625,3,1,0
1758,63,63,27,27%,0,10:30 AM,630,8,5,6
1759,64,64,29,29%,0,10:35 AM,635,8,8,6
1760,68,68,27,27%,0,10:40 AM,640,5,2,4
1761,65,65,25,25%,0,10:45 AM,645,4,4,1
1762,66,66,26,26%,0,10:50 AM,650,3,0,3
1763,66,66,26,26%,2,10:55 AM,655,3,1,0
1764,70,70,25,25%,0,11:00 AM,660,7,7,3
1765,66,66,27,27%,0,11:05 AM,665,5,5,3
1766,50,50,26,26%,0,11:10 AM,670,0,0,0
1767,50,50,23,23%,0,11:15 AM,675,0,0,0
1768,52,52,26,26%,0,11:20 AM,680,6,6,4
1769,54,54,25,25%,0,11:25 AM,685,6,6,5
1770,49,49,25,25%,0,11:30 AM,690,3,3,2
1771,40,40,28,28%,0,11:35 AM,695,3,0,3
1772,42,42,26,26%,0,11:40 AM,700,6,6,2
1773,45,45,26,26%,0,11:45 AM,705,3,1,2
1774,45,45,27,27%,0,11:50 AM,710,5,4,4
1775,43,43,27,27%,0,11:55 AM,715,7,4,4
1776,44,44,24,24%,0,12:00 PM,720,2,2,0
1777,45,45,25,25%,0,12:05 PM,725,0,0,0
1778,42,42,23,23%,0,12:10 PM,730,4,4,0
1779,40,40,26,26%,0,12:15 PM,735,1,1,1
1780,41,41,27,27%,0,12:20 PM,740,4,4,1
1781,44,44,26,26%,0,12:25 PM,745,2,0,2
1782,46,46,27,27%,0,12:30 PM,750,2,2,2
1783,44,44,20,20%,0,12:35 PM,755,0,0,0
1784,48,48,24,24%,0,12:40 PM,760,4,4,4
1785,47,47,28,28%,0,12:45 PM,765,3,1,3
1786,44,44,23,23%,0,12:50 PM,770,2,0,0
1787,42,42,25,25%,0,12:55 PM,775,3,3,0
1788,46,46,29,29%,0,1:00 PM,780,5,3,5
1789,46,46,25,25%,0,1:05 PM,785,2,1,1
1790,51,51,23,23%,0,1:10 PM,790,6,5,4
1791,49,49,22,22%,0,1:15 PM,795,3,1,3
1792,46,46,25,25%,0,1:20 PM,800,2,0,2
1793,44,44,22,22%,0,1:25 PM,805,4,1,1
1794,47,47,26,26%,0,1:30 PM,810,3,1,3
1795,48,48,23,23%,0,1:35 PM,815,0,0,0
1796,50,50,21,21%,0,1:40 PM,820,2,1,1
1797,47,47,24,24%,0,1:45 PM,825,2,2,0
1798,46,46,29,29%,0,1:50 PM,830,3,1,0
1799,47,47,26,26%,0,1:55 PM,835,3,3,2
1800,46,46,26,26%,0,2:00 PM,840,4,2,1
1801,46,46,25,25%,0,2:05 PM,845,2,2,1
1802,43,43,23,23%,0,2:10 PM,850,2,2,2
1803,45,45,27,27%,0,2:15 PM,855,1,0,0
1804,44,44,24,24%,0,2:20 PM,860,0,0,0
1805,46,46,27,27%,0,2:25 PM,865,5,3,5
1806,46,46,24,24%,0,2:30 PM,870,5,5,2
1807,46,46,24,24%,0,2:35 PM,875,1,0,1
1808,47,47,32,32%,0,2:40 PM,880,4,2,1
1809,47,47,29,29%,0,2:45 PM,885,2,0,2
1810,46,46,33,33%,0,2:50 PM,890,3,1,0
1811,49,49,33,33%,0,2:55 PM,895,4,1,2
1812,57,57,32,32%,0,3:00 PM,900,8,5,7
1813,55,55,29,29%,0,3:05 PM,905,7,4,5
1814,57,57,31,31%,0,3:10 PM,910,4,2,4
1815,55,55,29,29%,0,3:15 PM,915,3,1,0
1816,57,57,26,26%,0,3:20 PM,920,8,6,7
1817,56,56,24,24%,0,3:25 PM,925,8,7,6
1818,55,55,31,31%,0,3:30 PM,930,5,2,1
1819,56,56,28,28%,0,3:35 PM,935,7,7,3
1820,55,55,23,23%,0,3:40 PM,940,8,8,7
1821,53,53,23,23%,0,3:45 PM,945,10,8,9
1822,59,59,22,22%,0,3:50 PM,950,7,5,4
1823,47,47,22,22%,1,3:55 PM,955,4,1,0
1824,45,45,22,22%,0,4:00 PM,960,5,2,2
1825,47,47,23,23%,0,4:05 PM,965,2,1,2
1826,47,47,26,26%,0,4:10 PM,970,0,0,0
1827,42,42,26,26%,0,4:15 PM,975,4,2,1
1828,42,42,28,28%,0,4:20 PM,980,6,3,5
1829,42,42,23,23%,0,4:25 PM,985,5,5,5
1830,46,46,23,23%,0,4:30 PM,990,5,3,3
1831,43,43,25,25%,0,4:35 PM,995,4,4,1
1832,40,40,28,28%,0,4:40 PM,1000,5,2,1
1833,41,41,27,27%,0,4:45 PM,1005,4,3,4
1834,47,47,29,29%,0,4:50 PM,1010,2,0,1
1835,47,47,25,25%,0,4:55 PM,1015,4,4,1
1836,45,45,33,33%,0,5:00 PM,1020,1,1,1
1837,48,48,30,30%,0,5:05 PM,1025,3,2,2
1838,46,46,31,31%,0,5:10 PM,1030,2,1,1
1839,46,46,29,29%,0,5:15 PM,1035,2,1,2
1840,43,43,32,32%,0,5:20 PM,1040,2,0,1
1841,49,49,33,33%,0,5:25 PM,1045,1,0,0
1842,43,43,26,26%,0,5:30 PM,1050,6,4,5
1843,43,43,30,30%,0,5:35 PM,1055,1,1,1
1844,39,39,33,33%,0,5:40 PM,1060,2,0,1
1845,43,43,38,38%,0,5:45 PM,1065,4,1,3
1846,44,44,32,32%,0,5:50 PM,1070,0,0,0
1847,39,39,35,35%,0,5:55 PM,1075,2,1,2
1848,45,45,36,36%,0,7:00 AM,420,6,4,4
1849,46,46,33,33%,0,7:05 AM,425,3,0,1
1850,43,43,35,35%,0,7:10 AM,430,6,4,4
1851,49,49,36,36%,0,7:15 AM,435,2,2,2
1852,47,47,35,35%,0,7:20 AM,440,4,1,0
1853,45,45,36,36%,0,7:25 AM,445,6,6,5
1854,42,42,37,37%,0,7:30 AM,450,6,6,5
1855,48,48,28,28%,0,7:35 AM,455,7,4,7
1856,45,45,29,29%,0,7:40 AM,460,4,1,2
1857,49,49,23,23%,0,7:45 AM,465,4,1,2
1858,47,47,25,25%,0,7:50 AM,470,5,5,3
1859,41,41,20,20%,0,7:55 AM,475,6,4,5
1860,51,51,23,23%,0,8:00 AM,480,4,3,4
1861,51,51,27,27%,0,8:05 AM,485,5,4,2
1862,51,51,23,23%,0,8:10 AM,490,6,3,2
1863,53,53,26,26%,0,8:15 AM,495,3,1,1
1864,50,50,31,31%,0,8:20 AM,500,3,3,1
1865,53,53,34,34%,0,8:25 AM,505,3,2,1
1866,53,53,43,43%,0,8:30 AM,510,5,3,2
1867,53,53,43,43%,0,8:35 AM,515,4,1,1
1868,50,50,42,42%,0,8:40 AM,520,2,1,1
1869,52,52,43,43%,0,8:45 AM,525,6,6,5
1870,57,57,44,44%,0,8:50 AM,530,3,1,2
1871,50,50,46,46%,1,8:55 AM,535,4,3,4
1872,56,56,40,40%,0,9:00 AM,540,8,5,6
1873,54,54,38,38%,0,9:05 AM,545,2,1,0
1874,52,52,37,37%,0,9:10 AM,550,5,3,2
1875,54,54,38,38%,0,9:15 AM,555,4,4,1
1876,53,53,43,43%,0,9:20 AM,560,5,3,2
1877,54,54,42,42%,0,9:25 AM,565,3,1,3
1878,52,52,38,38%,0,9:30 AM,570,4,1,2
1879,55,55,40,40%,0,9:35 AM,575,5,3,4
1880,50,50,43,43%,0,9:40 AM,580,4,3,3
1881,55,55,43,43%,0,9:45 AM,585,5,5,3
1882,49,49,41,41%,0,9:50 AM,590,2,2,0
1883,45,45,37,37%,1,9:55 AM,595,4,3,0
1884,50,50,29,29%,0,10:00 AM,600,6,5,2
1885,44,44,23,23%,0,10:05 AM,605,2,0,1
1886,46,46,26,26%,0,10:10 AM,610,5,5,1
1887,45,45,25,25%,0,10:15 AM,615,3,1,0
1888,45,45,25,25%,0,10:20 AM,620,2,2,1
1889,43,43,28,28%,0,10:25 AM,625,2,0,1
1890,42,42,23,23%,0,10:30 AM,630,5,2,5
1891,43,43,22,22%,0,10:35 AM,635,0,0,0
1892,44,44,26,26%,0,10:40 AM,640,3,3,1
1893,45,45,25,25%,0,10:45 AM,645,1,0,0
1894,47,47,22,22%,0,10:50 AM,650,7,6,5
1895,44,44,26,26%,0,10:55 AM,655,7,7,4
1896,40,40,22,22%,0,11:00 AM,660,1,0,1
1897,46,46,21,21%,0,11:05 AM,665,1,0,1
1898,45,45,27,27%,0,11:10 AM,670,4,3,2
1899,44,44,26,26%,0,11:15 AM,675,4,2,4
1900,45,45,23,23%,0,11:20 AM,680,5,2,3
1901,45,45,28,28%,0,11:25 AM,685,1,1,0
1902,41,41,26,26%,0,11:30 AM,690,2,0,1
1903,42,42,26,26%,0,11:35 AM,695,5,3,4
1904,43,43,25,25%,0,11:40 AM,700,3,2,2
1905,46,46,23,23%,0,11:45 AM,705,5,5,4
1906,39,39,28,28%,0,11:50 AM,710,1,0,1
1907,46,46,25,25%,0,11:55 AM,715,2,1,1
1908,42,42,20,20%,0,12:00 PM,720,7,5,6
1909,43,43,23,23%,0,12:05 PM,725,4,3,0
1910,43,43,26,26%,0,12:10 PM,730,6,6,6
1911,41,41,25,25%,0,12:15 PM,735,3,2,3
1912,44,44,22,22%,0,12:20 PM,740,5,4,5
1913,44,44,25,25%,0,12:25 PM,745,5,5,1
1914,45,45,25,25%,0,12:30 PM,750,5,2,2
1915,43,43,24,24%,0,12:35 PM,755,6,6,4
1916,43,43,21,21%,0,12:40 PM,760,2,1,1
1917,45,45,22,22%,0,12:45 PM,765,5,4,5
1918,43,43,21,21%,0,12:50 PM,770,4,4,0
1919,41,41,21,21%,0,12:55 PM,775,6,5,4
1920,48,48,25,25%,0,1:00 PM,780,5,5,2
1921,44,44,28,28%,0,1:05 PM,785,7,6,5
1922,46,46,26,26%,0,1:10 PM,790,7,5,7
1923,41,41,30,30%,0,1:15 PM,795,2,1,2
1924,40,40,25,25%,0,1:20 PM,800,5,2,4
1925,46,46,25,25%,0,1:25 PM,805,2,0,2
1926,43,43,30,30%,0,1:30 PM,810,2,1,1
1927,49,49,25,25%,0,1:35 PM,815,0,0,0
1928,54,54,29,29%,0,1:40 PM,820,5,4,2
1929,52,52,23,23%,0,1:45 PM,825,7,5,4
1930,57,57,21,21%,0,1:50 PM,830,6,3,2
1931,54,54,27,27%,0,1:55 PM,835,9,8,9
1932,57,57,25,25%,0,2:00 PM,840,9,8,9
1933,52,52,26,26%,0,2:05 PM,845,6,4,5
1934,54,54,26,26%,0,2:10 PM,850,5,5,3
1935,50,50,25,25%,0,2:15 PM,855,3,0,1
1936,54,54,28,28%,0,2:20 PM,860,6,3,3
1937,53,53,28,28%,0,2:25 PM,865,4,1,2
1938,53,53,25,25%,0,2:30 PM,870,5,3,5
1939,52,52,25,25%,0,2:35 PM,875,10,10,8
1940,59,59,27,27%,0,2:40 PM,880,6,6,6
1941,48,48,26,26%,0,2:45 PM,885,5,3,2
1942,41,41,26,26%,0,2:50 PM,890,4,2,3
1943,48,48,23,23%,1,2:55 PM,895,1,0,0
1944,44,44,27,27%,0,3:00 PM,900,3,0,2
1945,47,47,28,28%,0,3:05 PM,905,2,0,1
1946,43,43,25,25%,0,3:10 PM,910,1,0,1
1947,47,47,22,22%,0,3:15 PM,915,2,1,2
1948,42,42,23,23%,0,3:20 PM,920,5,4,1
1949,44,44,21,21%,0,3:25 PM,925,3,3,1
1950,43,43,21,21%,0,3:30 PM,930,6,6,5
1951,40,40,28,28%,0,3:35 PM,935,5,5,2
1952,45,45,23,23%,0,3:40 PM,940,3,1,0
1953,43,43,27,27%,0,3:45 PM,945,4,3,3
1954,44,44,28,28%,0,3:50 PM,950,3,2,3
1955,49,49,25,25%,0,3:55 PM,955,7,6,7
1956,48,48,25,25%,0,4:00 PM,960,3,1,1
1957,45,45,25,25%,0,4:05 PM,965,3,1,3
1958,47,47,27,27%,0,4:10 PM,970,3,1,2
1959,47,47,28,28%,0,4:15 PM,975,0,0,0
1960,40,40,24,24%,0,4:20 PM,980,1,0,1
1961,43,43,23,23%,0,4:25 PM,985,3,2,3
1962,49,49,28,28%,0,4:30 PM,990,1,1,1
1963,49,49,26,26%,0,4:35 PM,995,3,2,3
1964,46,46,28,28%,0,4:40 PM,1000,5,4,4
1965,44,44,26,26%,0,4:45 PM,1005,4,3,1
1966,51,51,26,26%,0,4:50 PM,1010,5,2,2
1967,48,48,24,24%,0,4:55 PM,1015,5,2,2
1968,54,54,25,25%,0,5:00 PM,1020,4,4,4
1969,53,53,27,27%,0,5:05 PM,1025,3,2,2
1970,54,54,27,27%,0,5:10 PM,1030,5,5,5
1971,56,56,27,27%,0,5:15 PM,1035,5,4,5
1972,51,51,29,29%,0,5:20 PM,1040,5,4,4
1973,51,51,39,39%,0,5:25 PM,1045,5,3,2
1974,54,54,34,34%,0,5:30 PM,1050,4,4,0
1975,57,57,37,37%,0,5:35 PM,1055,5,3,5
1976,57,57,35,35%,0,5:40 PM,1060,2,0,0
1977,54,54,37,37%,0,5:45 PM,1065,7,6,6
1978,53,53,37,37%,0,5:50 PM,1070,3,1,3
1979,51,51,35,35%,1,5:55 PM,1075,7,7,7
1980,52,52,36,36%,0,7:00 AM,420,3,1,0
1981,51,51,30,30%,0,7:05 AM,425,2,2,1
1982,59,59,35,35%,0,7:10 AM,430,5,2,1
1983,52,52,39,39%,0,7:15 AM,435,3,1,1
1984,53,53,34,34%,0,7:20 AM,440,5,2,4
1985,51,51,35,35%,0,7:25 AM,445,2,0,2
1986,55,55,36,36%,0,7:30 AM,450,4,3,1
1987,54,54,34,34%,0,7:35 AM,455,4,4,3
1988,49,49,29,29%,0,7:40 AM,460,0,0,0
1989,45,45,27,27%,0,7:45 AM,465,2,1,2
1990,49,49,29,29%,0,7:50 AM,470,3,1,1
1991,41,41,26,26%,1,7:55 AM,475,3,1,0
1992,42,42,25,25%,0,8:00 AM,480,3,1,2
1993,44,44,23,23%,0,8:05 AM,485,3,2,2
1994,46,46,24,24%,0,8:10 AM,490,2,2,0
1995,44,44,28,28%,0,8:15 AM,495,3,1,3
1996,40,40,25,25%,0,8:20 AM,500,2,2,2
1997,47,47,23,23%,0,8:25 AM,505,1,0,1
1998,43,43,21,21%,0,8:30 AM,510,6,3,2
1999,41,41,25,25%,0,8:35 AM,515,3,3,1
2000,47,47,24,24%,0,8:40 AM,520,2,1,0
2001,40,40,25,25%,0,8:45 AM,525,5,3,5
2002,44,44,23,23%,0,8:50 AM,530,1,0,0
2003,47,47,26,26%,0,8:55 AM,535,3,1,2
2004,40,40,23,23%,0,9:00 AM,540,0,0,0
2005,41,41,25,25%,0,9:05 AM,545,1,1,0
2006,47,47,22,22%,0,9:10 AM,550,2,2,0
2007,39,39,29,29%,0,9:15 AM,555,3,0,0
2008,44,44,27,27%,0,9:20 AM,560,4,3,4
2009,41,41,27,27%,0,9:25 AM,565,1,0,1
2010,45,45,25,25%,0,9:30 AM,570,2,2,0
2011,47,47,26,26%,0,9:35 AM,575,2,2,1
2012,40,40,22,22%,0,9:40 AM,580,1,0,0
2013,42,42,24,24%,0,9:45 AM,585,0,0,0
2014,46,46,28,28%,0,9:50 AM,590,1,0,1
2015,46,46,31,31%,0,9:55 AM,595,4,1,0
2016,41,41,26,26%,0,10:00 AM,600,1,0,1
2017,43,43,27,27%,0,10:05 AM,605,4,3,1
2018,40,40,28,28%,0,10:10 AM,610,1,1,0
2019,41,41,29,29%,0,10:15 AM,615,1,1,0
2020,43,43,27,27%,0,10:20 AM,620,3,2,2
2021,43,43,28,28%,0,10:25 AM,625,3,3,2
2022,44,44,25,25%,0,10:30 AM,630,1,1,1
2023,49,49,25,25%,0,10:35 AM,635,4,2,4
2024,45,45,27,27%,0,10:40 AM,640,1,1,0
2025,42,42,25,25%,0,10:45 AM,645,5,4,5
2026,43,43,28,28%,0,10:50 AM,650,1,1,1
2027,48,48,25,25%,0,10:55 AM,655,3,3,1
2028,47,47,25,25%,0,11:00 AM,660,8,6,4
2029,46,46,26,26%,0,11:05 AM,665,5,4,1
2030,50,50,23,23%,0,11:10 AM,670,4,2,1
2031,53,53,26,26%,0,11:15 AM,675,6,6,4
2032,48,48,24,24%,0,11:20 AM,680,3,0,0
2033,50,50,28,28%,0,11:25 AM,685,6,5,2
2034,51,51,30,30%,0,11:30 AM,690,6,4,6
2035,52,52,24,24%,0,11:35 AM,695,5,5,5
2036,59,59,27,27%,0,11:40 AM,700,8,8,6
2037,54,54,27,27%,0,11:45 AM,705,8,5,8
2038,58,58,23,23%,0,11:50 AM,710,5,3,1
2039,66,66,24,24%,1,11:55 AM,715,7,4,4
2040,69,69,25,25%,0,12:00 PM,720,3,0,2
2041,63,63,23,23%,0,12:05 PM,725,3,1,3
2042,76,76,28,28%,0,12:10 PM,730,6,5,4
2043,73,73,25,25%,0,12:15 PM,735,5,3,1
2044,72,72,25,25%,0,12:20 PM,740,2,0,0
2045,64,64,26,26%,0,12:25 PM,745,6,6,4
2046,66,66,23,23%,0,12:30 PM,750,7,7,5
2047,70,70,27,27%,0,12:35 PM,755,7,7,4
2048,66,66,26,26%,0,12:40 PM,760,4,1,0
2049,65,65,25,25%,0,12:45 PM,765,8,6,8
2050,65,65,26,26%,0,12:50 PM,770,2,2,2
2051,65,65,29,29%,2,12:55 PM,775,4,3,3
2052,67,67,25,25%,0,1:00 PM,780,6,3,2
2053,71,71,26,26%,0,1:05 PM,785,4,3,0
2054,71,71,23,23%,0,1:10 PM,790,9,7,8
2055,66,66,24,24%,0,1:15 PM,795,7,6,3
2056,62,62,22,22%,0,1:20 PM,800,5,2,1
2057,65,65,27,27%,0,1:25 PM,805,5,5,1
2058,65,65,33,33%,0,1:30 PM,810,5,3,4
2059,64,64,45,45%,0,1:35 PM,815,2,0,1
2060,70,70,42,42%,0,1:40 PM,820,4,2,2
2061,66,66,42,42%,0,1:45 PM,825,12,10,8
2062,69,69,45,45%,0,1:50 PM,830,5,4,2
2063,63,63,45,45%,2,1:55 PM,835,9,8,9
2064,67,67,47,47%,0,2:00 PM,840,6,4,6
2065,54,54,45,45%,0,2:05 PM,845,3,0,0
2066,46,46,40,40%,0,2:10 PM,850,4,3,0
2067,43,43,37,37%,0,2:15 PM,855,6,6,6
2068,49,49,38,38%,0,2:20 PM,860,2,1,2
2069,45,45,42,42%,0,2:25 PM,865,5,2,5
2070,46,46,44,44%,0,2:30 PM,870,4,1,2
2071,44,44,39,39%,0,2:35 PM,875,3,1,1
2072,47,47,40,40%,0,2:40 PM,880,5,4,3
2073,44,44,39,39%,0,2:45 PM,885,8,6,6
2074,42,42,38,38%,0,2:50 PM,890,4,1,3
2075,44,44,42,42%,0,2:55 PM,895,1,1,0
2076,43,43,39,39%,0,3:00 PM,900,0,0,0
2077,44,44,29,29%,0,3:05 PM,905,2,2,0
2078,40,40,25,25%,0,3:10 PM,910,2,1,1
2079,48,48,23,23%,0,3:15 PM,915,3,2,1
2080,39,39,27,27%,0,3:20 PM,920,5,5,3
2081,44,44,30,30%,0,3:25 PM,925,2,0,2
2082,42,42,29,29%,0,3:30 PM,930,2,0,1
2083,45,45,25,25%,0,3:35 PM,935,1,1,0
2084,46,46,23,23%,0,3:40 PM,940,1,1,1
2085,41,41,23,23%,0,3:45 PM,945,2,2,2
2086,41,41,24,24%,0,3:50 PM,950,3,1,2
2087,47,47,22,22%,0,3:55 PM,955,3,2,3
2088,45,45,25,25%,0,4:00 PM,960,3,0,1
2089,40,40,26,26%,0,4:05 PM,965,3,3,3
2090,43,43,24,24%,0,4:10 PM,970,7,6,5
2091,43,43,27,27%,0,4:15 PM,975,3,1,3
2092,43,43,25,25%,0,4:20 PM,980,2,0,2
2093,42,42,24,24%,0,4:25 PM,985,1,0,1
2094,44,44,23,23%,0,4:30 PM,990,9,7,9
2095,42,42,25,25%,0,4:35 PM,995,4,2,2
2096,42,42,28,28%,0,4:40 PM,1000,4,3,3
2097,44,44,27,27%,0,4:45 PM,1005,8,7,5
2098,44,44,27,27%,0,4:50 PM,1010,9,7,9
2099,40,40,24,24%,0,4:55 PM,1015,7,4,5
2100,48,48,28,28%,0,5:00 PM,1020,0,0,0
2101,48,48,24,24%,0,5:05 PM,1025,1,0,0
2102,53,53,24,24%,0,5:10 PM,1030,6,6,5
2103,54,54,22,22%,0,5:15 PM,1035,4,1,1
2104,53,53,27,27%,0,5:20 PM,1040,2,0,2
2105,56,56,25,25%,0,5:25 PM,1045,3,1,2
2106,55,55,22,22%,0,5:30 PM,1050,4,2,2
2107,57,57,27,27%,0,5:35 PM,1055,4,4,4
2108,54,54,22,22%,0,5:40 PM,1060,4,1,1
2109,54,54,27,27%,0,5:45 PM,1065,3,0,0
2110,55,55,24,24%,0,5:50 PM,1070,8,6,4
2111,52,52,26,26%,1,5:55 PM,1075,4,3,3
2112,59,59,25,25%,0,7:00 AM,420,6,4,6
2113,58,58,24,24%,0,7:05 AM,425,9,6,6
2114,54,54,27,27%,0,7:10 AM,430,2,2,2
2115,48,48,30,30%,0,7:15 AM,435,3,1,0
2116,42,42,23,23%,0,7:20 AM,440,6,6,2
2117,45,45,22,22%,0,7:25 AM,445,5,2,4
2118,42,42,25,25%,0,7:30 AM,450,1,0,1
2119,43,43,24,24%,0,7:35 AM,455,9,6,5
2120,40,40,28,28%,0,7:40 AM,460,6,6,2
2121,44,44,26,26%,0,7:45 AM,465,2,2,0
2122,46,46,25,25%,0,7:50 AM,470,7,4,6
2123,44,44,28,28%,0,7:55 AM,475,7,7,6
2124,46,46,25,25%,0,8:00 AM,480,3,2,3
2125,40,40,31,31%,0,8:05 AM,485,6,3,5
2126,39,39,34,34%,0,8:10 AM,490,6,3,3
2127,42,42,34,34%,0,8:15 AM,495,8,6,4
2128,44,44,32,32%,0,8:20 AM,500,2,2,0
2129,40,40,35,35%,0,8:25 AM,505,6,5,2
2130,40,40,33,33%,0,8:30 AM,510,8,5,8
2131,43,43,33,33%,0,8:35 AM,515,3,0,1
2132,45,45,32,32%,0,8:40 AM,520,7,4,5
2133,47,47,31,31%,0,8:45 AM,525,5,4,2
2134,52,52,28,28%,0,8:50 AM,530,5,5,1
2135,59,59,30,30%,0,8:55 AM,535,3,2,3
2136,54,54,28,28%,0,9:00 AM,540,5,5,3
2137,50,50,25,25%,0,9:05 AM,545,6,3,2
2138,56,56,23,23%,0,9:10 AM,550,7,7,4
2139,60,60,25,25%,0,9:15 AM,555,9,7,5
2140,64,64,26,26%,0,9:20 AM,560,6,5,3
2141,63,63,25,25%,0,9:25 AM,565,8,6,7
2142,65,65,23,23%,0,9:30 AM,570,7,4,5
2143,64,64,23,23%,0,9:35 AM,575,5,5,5
2144,63,63,22,22%,0,9:40 AM,580,8,8,5
2145,65,65,22,22%,0,9:45 AM,585,5,5,2
2146,68,68,25,25%,0,9:50 AM,590,9,9,6
2147,69,69,25,25%,2,9:55 AM,595,7,6,7
2148,68,68,27,27%,0,10:00 AM,600,4,3,3
2149,65,65,23,23%,0,10:05 AM,605,5,3,5
2150,50,50,26,26%,0,10:10 AM,610,3,0,0
2151,48,48,24,24%,0,10:15 AM,615,2,2,1
2152,50,50,25,25%,0,10:20 AM,620,2,0,1
2153,51,51,25,25%,0,10:25 AM,625,4,2,3
2154,51,51,22,22%,0,10:30 AM,630,6,6,3
2155,39,39,26,26%,0,10:35 AM,635,1,1,0
2156,45,45,24,24%,0,10:40 AM,640,5,2,1
2157,42,42,25,25%,0,10:45 AM,645,1,0,0
2158,46,46,25,25%,0,10:50 AM,650,3,0,0
2159,39,39,26,26%,0,10:55 AM,655,3,1,0
2160,42,42,26,26%,0,11:00 AM,660,2,2,0
